16/5/2025, 10:19:54 pm | GET | /api/users
16/5/2025, 10:20:02 pm | GET | /api/users.1000
16/5/2025, 10:20:06 pm | GET | /api/users/1000
16/5/2025, 10:21:05 pm | POST | /api/users/1000
16/5/2025, 10:21:14 pm | POST | /api/users
16/5/2025, 10:21:41 pm | PATCH | /api/users/1004
16/5/2025, 10:21:48 pm | GET | /api/users/1004
16/5/2025, 10:21:58 pm | GET | /api/users/1003
16/5/2025, 10:22:01 pm | GET | /api/users/1002
16/5/2025, 10:22:04 pm | GET | /api/users/1001
16/5/2025, 10:22:06 pm | GET | /api/users/1001
16/5/2025, 10:22:10 pm | GET | /api/users/1000
16/5/2025, 10:22:13 pm | GET | /api/users/1004
16/5/2025, 10:22:20 pm | DELETE | /api/users/1004
16/5/2025, 10:22:27 pm | POST | /api/users/1004
16/5/2025, 10:22:31 pm | POST | /api/users/
17/5/2025, 9:28:10 am | GET | /api/users/
17/5/2025, 9:32:11 am | GET | /api/users/
17/5/2025, 9:57:57 am | GET | /api/users/
17/5/2025, 9:58:07 am | POST | /api/users/
17/5/2025, 9:58:42 am | GET | /api/users/
17/5/2025, 9:59:11 am | PATCH | /api/users/1004
17/5/2025, 9:59:22 am | GET | /api/users/1004
17/5/2025, 10:03:40 am | GET | /api/users/10032
17/5/2025, 12:17:57 pm | GET | /api/users
17/5/2025, 12:18:05 pm | GET | /api/users/12
17/5/2025, 12:18:12 pm | POST | /api/users/
17/5/2025, 12:18:31 pm | PATCH | /api/users/1005
17/5/2025, 12:18:40 pm | DELETE | /api/users/1005
